,locus_tag,protein_id,name
1891,I6J27_09745,QRP18195,metal-sulfur cluster assembly factor
1892,I6J27_09750,QRP18196,SUF system NifU family Fe-S cluster assembly protein
1893,I6J27_09755,QRP18197,cysteine desulfurase
1894,I6J27_09760,QRP18198,Fe-S cluster assembly ATPase SufC
1895,I6J27_09765,QRP18199,Fe-S cluster assembly protein SufD
1896,I6J27_09770,QRP20206,Fe-S cluster assembly protein SufB
1897,I6J27_09775,QRP18200,transcriptional regulator
1898,I6J27_09780,QRP18201,"polyprenol phosphomannose-dependent alpha 1,6 mannosyltransferase MptB"
1899,I6J27_09785,QRP18202,ABC transporter ATP-binding protein
1900,I6J27_09790,QRP18203,ABC transporter permease
1901,I6J27_09795,QRP18204,heme A synthase
1902,I6J27_09800,QRP18205,quinone oxidoreductase
1903,I6J27_09805,QRP18206,protoheme IX farnesyltransferase
1904,I6J27_09810,QRP18207,IS21 family transposase
1905,I6J27_09815,QRP18208,ATP-binding protein
1906,I6J27_09820,QRP20207,transketolase
1907,I6J27_09825,QRP18209,transaldolase
1908,I6J27_09830,QRP18210,glucose-6-phosphate dehydrogenase
1909,I6J27_09835,QRP18211,glucose-6-phosphate dehydrogenase assembly protein OpcA
1910,I6J27_09840,QRP18212,6-phosphogluconolactonase
1911,I6J27_09845,QRP18213,preprotein translocase subunit SecG
1912,I6J27_09850,QRP18214,triose-phosphate isomerase
1913,I6J27_09855,QRP18215,phosphoglycerate kinase
1914,I6J27_09860,QRP18216,type I glyceraldehyde-3-phosphate dehydrogenase
1915,I6J27_09865,QRP18217,DNA-binding protein WhiA
1916,I6J27_09870,QRP18218,uridine diphosphate-N-acetylglucosamine-binding protein YvcK
1917,I6J27_09875,QRP18219,RNase adapter RapZ
1918,I6J27_09880,QRP18220,excinuclease ABC subunit UvrC
1919,I6J27_09885,QRP18221,PH domain-containing protein
1920,I6J27_09890,QRP18222,"6,7-dimethyl-8-ribityllumazine synthase"
1921,I6J27_09895,QRP18223,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"
1922,I6J27_09900,QRP18224,riboflavin synthase
1923,I6J27_09905,QRP18225,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
1924,I6J27_09910,QRP18226,ribulose-phosphate 3-epimerase
1925,I6J27_09915,QRP18227,MFS transporter
1926,I6J27_09920,QRP18228,methionyl-tRNA formyltransferase
1927,I6J27_09925,QRP18229,peptide deformylase
1928,I6J27_09930,QRP18230,primosomal protein N'
1929,I6J27_09935,QRP18231,methionine adenosyltransferase
1930,I6J27_09940,QRP20208,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
1931,I6J27_09945,QRP18232,DNA-directed RNA polymerase subunit omega
1932,I6J27_09950,QRP18233,guanylate kinase
1933,I6J27_09955,QRP18234,integration host factor
1934,I6J27_09960,QRP18235,orotidine-5'-phosphate decarboxylase
1935,I6J27_09965,QRP18236,carbamoyl-phosphate synthase large subunit
1936,I6J27_09970,QRP18237,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
1937,I6J27_09975,QRP18238,dihydroorotase
1938,I6J27_09980,QRP18239,aspartate carbamoyltransferase catalytic subunit
1939,I6J27_09985,QRP18240,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
1940,I6J27_09990,QRP18241,TIGR01777 family oxidoreductase
1941,I6J27_09995,QRP18242,YbjN domain-containing protein
1942,I6J27_10000,QRP18243,YbjN domain-containing protein
1943,I6J27_10005,QRP20209,hypothetical protein
1944,I6J27_10010,QRP18244,hypothetical protein
1945,I6J27_10015,QRP18245,sulfite exporter TauE/SafE family protein
1946,I6J27_10020,QRP18246,pantetheine-phosphate adenylyltransferase
1947,I6J27_10025,QRP18247,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
1948,I6J27_10030,QRP18248,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
1949,I6J27_10035,QRP18249,ATP-dependent DNA helicase RecG
1950,I6J27_10040,QRP18250,DAK2 domain-containing protein
1951,I6J27_10045,QRP20210,uracil-DNA glycosylase
1952,I6J27_10050,QRP18251,thiamine-phosphate kinase
1953,I6J27_10055,QRP18252,DUF3515 domain-containing protein
1954,I6J27_10060,QRP18253,D-alanine--D-alanine ligase
1955,I6J27_10065,QRP18254,NAD(P)-dependent glycerol-3-phosphate dehydrogenase
1956,I6J27_10070,QRP18255,NUDIX hydrolase
1957,I6J27_10075,QRP18256,hypothetical protein
1958,I6J27_10080,QRP18257,3-isopropylmalate dehydratase small subunit
1959,I6J27_10085,QRP18258,3-isopropylmalate dehydratase large subunit
1960,I6J27_10090,QRP18259,IclR family transcriptional regulator
1961,I6J27_10095,1962,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase"
1962,I6J27_10100,QRP18260,hypothetical protein
1963,I6J27_10105,QRP18261,hypothetical protein
1964,I6J27_10110,QRP18262,hypothetical protein
1965,I6J27_10115,QRP18263,IS21 family transposase
1966,I6J27_10120,QRP18264,ATP-binding protein
1967,I6J27_10125,QRP18265,ATP-binding protein
1968,I6J27_10130,QRP18266,IS21 family transposase
1969,I6J27_10135,QRP18267,ATP-dependent Clp protease ATP-binding subunit
1970,I6J27_10140,QRP20211,hypothetical protein
1971,I6J27_10145,QRP18268,hypothetical protein
1972,I6J27_10150,QRP18269,nucleotidyltransferase
1973,I6J27_10155,QRP18270,M48 family metallopeptidase
1974,I6J27_10160,QRP18271,HsdR family type I site-specific deoxyribonuclease
1975,I6J27_10165,QRP18272,restriction endonuclease subunit S
1976,I6J27_10170,QRP18273,SAM-dependent DNA methyltransferase
1977,I6J27_10175,1978,IS3 family transposase
1978,I6J27_10180,QRP18274,IS1249 family transposase
1979,I6J27_10200,QRP18275,glutamate--tRNA ligase
1980,I6J27_10205,QRP18276,choice-of-anchor M domain-containing protein
1981,I6J27_10210,QRP18277,choice-of-anchor M domain-containing protein
1982,I6J27_10215,QRP18278,"anchored repeat ABC transporter, substrate-binding protein"
1983,I6J27_10220,QRP20212,choice-of-anchor M domain-containing protein
1984,I6J27_10225,QRP18279,anchored repeat-type ABC transporter ATP-binding subunit
1985,I6J27_10230,QRP18280,anchored repeat-type ABC transporter permease subunit
1986,I6J27_10235,QRP18281,choice-of-anchor M domain-containing protein
1987,I6J27_10240,QRP18282,esterase
1988,I6J27_10245,QRP18283,isochorismate synthase
1989,I6J27_10250,QRP18284,class I SAM-dependent methyltransferase
1990,I6J27_10255,QRP18285,fumarylacetoacetate hydrolase family protein
1991,I6J27_10260,QRP18286,3'-5' exonuclease
1992,I6J27_10265,QRP18287,cyclic nucleotide-binding/CBS domain-containing protein
1993,I6J27_10270,QRP18288,3-isopropylmalate dehydrogenase
1994,I6J27_10275,QRP18289,phosphoglycerate dehydrogenase
1995,I6J27_10280,QRP18290,hypothetical protein
1996,I6J27_10285,QRP18291,DUF262 domain-containing protein
1997,I6J27_10290,QRP18292,hypothetical protein
1998,I6J27_10295,QRP18293,IS3 family transposase
1999,I6J27_10300,QRP18294,SDR family NAD(P)-dependent oxidoreductase
2000,I6J27_10305,QRP18295,ABC transporter ATP-binding protein
2001,I6J27_10310,QRP20213,transposase
2002,I6J27_10315,2003,IS3 family transposase
2003,I6J27_10320,QRP18296,alkyl hydroperoxide reductase
2004,I6J27_10325,QRP18297,heavy metal-responsive transcriptional regulator
2005,I6J27_10330,QRP18298,hypothetical protein
2006,I6J27_10335,QRP18299,cytochrome C biogenesis protein
2007,I6J27_10340,QRP18300,TlpA family protein disulfide reductase
2008,I6J27_10345,QRP18301,mercury(II) reductase
2009,I6J27_10350,2010,IS3 family transposase
2010,I6J27_10355,2011,IS256 family transposase
2011,I6J27_10360,QRP18302,hypothetical protein
2012,I6J27_10365,QRP18303,ketol-acid reductoisomerase
2013,I6J27_10370,QRP18304,acetolactate synthase small subunit
2014,I6J27_10375,QRP18305,acetolactate synthase large subunit
2015,I6J27_10380,QRP18306,PH domain-containing protein
2016,I6J27_10385,QRP18307,dihydroxy-acid dehydratase
2017,I6J27_10390,QRP18308,DUF2029 domain-containing protein
2018,I6J27_10395,2019,transcriptional regulator
2019,I6J27_10400,QRP18309,hypothetical protein
2020,I6J27_10405,QRP18310,DoxX family membrane protein
2021,I6J27_10410,QRP18311,glutathione S-transferase C-terminal domain-containing protein
2022,I6J27_10415,QRP18312,LysR family transcriptional regulator ArgP
2023,I6J27_10420,QRP18313,amino acid transporter
2024,I6J27_10425,QRP18314,Nramp family divalent metal transporter
2025,I6J27_10430,QRP18315,hypothetical protein
2026,I6J27_10435,QRP18316,NAD(P)-dependent alcohol dehydrogenase
2027,I6J27_10440,QRP18317,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
2028,I6J27_10445,QRP18318,6-phosphofructokinase
2029,I6J27_10450,QRP18319,DHA2 family efflux MFS transporter permease subunit
2030,I6J27_10455,QRP18320,hypothetical protein
2031,I6J27_10460,QRP18321,siderophore-interacting protein
2032,I6J27_10465,QRP18322,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
2033,I6J27_10470,QRP18323,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
2034,I6J27_10475,2035,amino acid-binding ACT domain protein
2035,I6J27_10480,QRP18324,HAD-IIB family hydrolase
2036,I6J27_10485,QRP18325,NAD-dependent DNA ligase LigA
2037,I6J27_10490,QRP18326,3'-5' exonuclease
2038,I6J27_10495,QRP18327,winged helix-turn-helix transcriptional regulator
2039,I6J27_10500,QRP18328,beta-lactamase family protein
2040,I6J27_10505,QRP18329,hypothetical protein
2041,I6J27_10510,2042,ATP-binding protein
2042,I6J27_10515,QRP18330,methionine synthase
2043,I6J27_10520,QRP18331,tRNA 2-thiouridine(34) synthase MnmA
2044,I6J27_10525,QRP18332,fused MFS/spermidine synthase
2045,I6J27_10530,QRP20214,glycoside hydrolase family 25 protein
2046,I6J27_10535,QRP18333,HNH endonuclease
2047,I6J27_10540,QRP18334,DUF2156 domain-containing protein
2048,I6J27_10545,QRP18335,esterase
2049,I6J27_10550,QRP18336,cysteine desulfurase
2050,I6J27_10555,QRP18337,electron transfer flavoprotein subunit alpha/FixB family protein
2051,I6J27_10560,QRP18338,electron transfer flavoprotein subunit beta/FixA family protein
2052,I6J27_10565,QRP18339,SAM-dependent methyltransferase
2053,I6J27_10570,QRP18340,NUDIX domain-containing protein
2054,I6J27_10575,QRP20215,ABC transporter ATP-binding protein
2055,I6J27_10580,QRP18341,DUF3416 domain-containing protein
2056,I6J27_10585,QRP18342,"1,4-alpha-glucan branching protein GlgB"
2057,I6J27_10590,QRP18343,low molecular weight phosphatase family protein
2058,I6J27_10595,QRP18344,ATP-binding protein
2059,I6J27_10600,QRP18345,IS21 family transposase
2060,I6J27_10605,QRP18346,ABC transporter substrate-binding protein
2061,I6J27_10610,2062,cation:dicarboxylase symporter family transporter
2062,I6J27_10615,QRP18347,tetratricopeptide repeat protein
2063,I6J27_10620,QRP18348,thiamine-binding protein
2064,I6J27_10625,QRP18349,endonuclease NucS
2065,I6J27_10630,QRP18350,DUF2550 domain-containing protein
2066,I6J27_10635,QRP18351,F0F1 ATP synthase subunit epsilon
2067,I6J27_10640,QRP18352,F0F1 ATP synthase subunit beta
2068,I6J27_10645,QRP18353,F0F1 ATP synthase subunit gamma
2069,I6J27_10650,QRP18354,F0F1 ATP synthase subunit alpha
2070,I6J27_10655,QRP18355,F0F1 ATP synthase subunit delta
2071,I6J27_10660,QRP18356,F0F1 ATP synthase subunit B
2072,I6J27_10665,QRP18357,ATP synthase F0 subunit C
2073,I6J27_10670,QRP18358,F0F1 ATP synthase subunit A
2074,I6J27_10675,QRP18359,hypothetical protein
2075,I6J27_10680,QRP18360,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
2076,I6J27_10685,QRP18361,threonylcarbamoyl-AMP synthase
2077,I6J27_10690,QRP18362,peptide chain release factor N(5)-glutamine methyltransferase
2078,I6J27_10695,QRP18363,peptide chain release factor 1
2079,I6J27_10700,QRP18364,transcription termination factor Rho
2080,I6J27_10705,QRP18365,long-chain fatty-acid--CoA ligase
2081,I6J27_10710,QRP18366,"GTP 3',8-cyclase MoaA"
2082,I6J27_10715,QRP18367,molybdopterin molybdotransferase MoeA
2083,I6J27_10720,QRP18368,cyclic pyranopterin monophosphate synthase MoaC
2084,I6J27_10725,QRP18369,NTP transferase domain-containing protein
2085,I6J27_10730,QRP18370,molybdopterin biosynthesis protein MoeB
2086,I6J27_10735,QRP18371,NarK/NasA family nitrate transporter
2087,I6J27_10740,QRP18372,nitrate reductase subunit alpha
2088,I6J27_10745,QRP18373,nitrate reductase subunit beta
2089,I6J27_10750,QRP18374,nitrate reductase molybdenum cofactor assembly chaperone
2090,I6J27_10755,QRP18375,respiratory nitrate reductase subunit gamma
2091,I6J27_10760,QRP18376,multicopper oxidase domain-containing protein
2092,I6J27_10765,QRP18377,"beta-carotene 15,15'-monooxygenase"
2093,I6J27_10770,QRP20216,hypothetical protein
2094,I6J27_10775,QRP18378,DUF2249 domain-containing protein
2095,I6J27_10780,QRP18379,molybdate ABC transporter substrate-binding protein
2096,I6J27_10785,QRP18380,ABC transporter permease subunit
2097,I6J27_10790,QRP18381,helix-turn-helix domain-containing protein
2098,I6J27_10795,QRP18382,homoserine kinase
2099,I6J27_10800,QRP18383,homoserine dehydrogenase
2100,I6J27_10805,QRP18384,diaminopimelate decarboxylase
2101,I6J27_10810,QRP18385,arginine--tRNA ligase
2102,I6J27_10815,QRP18386,L-lactate permease
2103,I6J27_10820,QRP18387,(Fe-S)-binding protein
2104,I6J27_10825,QRP18388,iron-sulfur cluster-binding protein
2105,I6J27_10830,QRP18389,LUD domain-containing protein
2106,I6J27_10840,QRP18390,hypothetical protein
2107,I6J27_10845,QRP20217,cupin domain-containing protein
2108,I6J27_10850,QRP18391,hypothetical protein
2109,I6J27_10855,QRP18392,molecular chaperone GrpE
2110,I6J27_10860,QRP18393,winged helix-turn-helix transcriptional regulator
2111,I6J27_10865,QRP18394,AAA family ATPase
2112,I6J27_10870,QRP18395,exonuclease SbcCD subunit D
2113,I6J27_10875,QRP18396,hypothetical protein
2114,I6J27_10880,QRP18397,DEAD/DEAH box helicase
2115,I6J27_10885,QRP18398,sodium/proline symporter PutP
2116,I6J27_10890,QRP18399,HNH endonuclease
2117,I6J27_10895,QRP18400,DUF2269 domain-containing protein
2118,I6J27_10900,QRP18401,DEAD/DEAH box helicase
2119,I6J27_10905,QRP18402,SGNH/GDSL hydrolase family protein
2120,I6J27_10910,QRP20218,imidazolonepropionase
2121,I6J27_10915,QRP18403,urocanate hydratase
2122,I6J27_10920,QRP18404,histidine ammonia-lyase
2123,I6J27_10925,QRP20219,IclR family transcriptional regulator
2124,I6J27_10930,QRP18405,formimidoylglutamase
2125,I6J27_10935,QRP18406,YjiH family protein
2126,I6J27_10940,QRP18407,(deoxy)nucleoside triphosphate pyrophosphohydrolase
2127,I6J27_10945,QRP18408,DUF3427 domain-containing protein
2128,I6J27_10950,QRP18409,FAD-binding oxidoreductase
2129,I6J27_10955,QRP20220,GntR family transcriptional regulator
2130,I6J27_10960,QRP18410,hypothetical protein
2131,I6J27_10965,QRP18411,TRAP transporter large permease subunit
2132,I6J27_10970,QRP18412,MFS transporter
2133,I6J27_10975,QRP20221,hypothetical protein
2134,I6J27_10980,QRP18413,hypothetical protein
2135,I6J27_10985,QRP18414,DNA primase
2136,I6J27_10990,QRP18415,carboxylesterase/lipase family protein
2137,I6J27_10995,QRP18416,hypothetical protein
2138,I6J27_11000,QRP18417,multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit
2139,I6J27_11005,QRP18418,hypothetical protein
2140,I6J27_11010,QRP18419,Mrp/NBP35 family ATP-binding protein
2141,I6J27_11015,QRP18420,Sec-independent protein translocase TatB
2142,I6J27_11020,QRP18421,zf-HC2 domain-containing protein
2143,I6J27_11025,QRP18422,RNA polymerase sigma factor SigE
2144,I6J27_11030,QRP18423,O-methyltransferase
2145,I6J27_11035,QRP18424,glucose-1-phosphate adenylyltransferase
2146,I6J27_11040,QRP18425,glycogen synthase
2147,I6J27_11045,QRP18426,GH32 C-terminal domain-containing protein
2148,I6J27_11050,QRP18427,methyltransferase domain-containing protein
2149,I6J27_11055,QRP18428,DUF3117 domain-containing protein
2150,I6J27_11060,2151,cell division protein DivIVA
2151,I6J27_11065,QRP18429,glucosyl-3-phosphoglycerate synthase
2152,I6J27_11070,QRP18430,dihydropteroate synthase
2153,I6J27_11075,QRP18431,TIGR00730 family Rossman fold protein
2154,I6J27_11080,QRP18432,succinyl-diaminopimelate desuccinylase
2155,I6J27_11085,QRP18433,amino acid permease
2156,I6J27_11090,QRP18434,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
2157,I6J27_11095,QRP20222,amino acid permease
2158,I6J27_11100,QRP18435,hypothetical protein
2159,I6J27_11105,QRP18436,hypothetical protein
2160,I6J27_11110,QRP18437,GtrA family protein
2161,I6J27_11115,QRP18438,pseudouridine synthase
2162,I6J27_11120,QRP18439,succinyldiaminopimelate transaminase
2163,I6J27_11125,QRP18440,ferredoxin family protein
2164,I6J27_11130,QRP20223,hypothetical protein
2165,I6J27_11135,QRP18441,PIG-L family deacetylase
2166,I6J27_11140,QRP20224,ABC transporter family substrate-binding protein
2167,I6J27_11145,QRP18442,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
2168,I6J27_11150,QRP18443,translational GTPase TypA
2169,I6J27_11155,QRP18444,hypothetical protein
2170,I6J27_11160,QRP18445,DUF402 domain-containing protein
2171,I6J27_11165,QRP18446,DUF808 domain-containing protein
2172,I6J27_11170,QRP18447,zinc transporter ZupT
2173,I6J27_11175,QRP20225,hypothetical protein
2174,I6J27_11180,QRP18448,hypothetical protein
2175,I6J27_11185,QRP18449,selenocysteine-specific translation elongation factor
2176,I6J27_11190,QRP18450,L-seryl-tRNA(Sec) selenium transferase
2177,I6J27_11200,QRP18451,"selenide, water dikinase SelD"
2178,I6J27_11205,QRP18452,sulfurtransferase-like selenium metabolism protein YedF
2179,I6J27_11210,QRP18453,selenium metabolism membrane protein YedE/FdhT
2180,I6J27_11215,QRP18454,polysulfide reductase NrfD
2181,I6J27_11220,QRP18455,4Fe-4S dicluster domain-containing protein
2182,I6J27_11225,QRP20226,molybdopterin-dependent oxidoreductase
2183,I6J27_11230,QRP18456,dehydrogenase
2184,I6J27_11235,QRP18457,lipoate--protein ligase family protein
2185,I6J27_11240,QRP18458,helix-turn-helix transcriptional regulator
2186,I6J27_11245,QRP18459,dicarboxylate/amino acid:cation symporter
2187,I6J27_11250,QRP18460,pentapeptide repeat-containing protein
2188,I6J27_11255,QRP18461,hypothetical protein
2189,I6J27_11260,QRP18462,hypothetical protein
2190,I6J27_11265,QRP18463,MFS transporter
2191,I6J27_11270,QRP18464,GTP-binding protein
2192,I6J27_11275,2193,FAD-binding protein
2193,I6J27_11280,2194,amino acid deaminase/aldolase
2194,I6J27_11285,QRP18465,succinate-semialdehyde dehydrogenase (NADP(+))
2195,I6J27_11290,QRP20227,cation transporter
2196,I6J27_11295,QRP18466,redox-regulated ATPase YchF
2197,I6J27_11300,QRP20228,AI-2E family transporter
2198,I6J27_11305,QRP18467,DNA recombination protein RmuC
2199,I6J27_11310,QRP18468,DNA helicase
2200,I6J27_11315,QRP18469,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
2201,I6J27_11320,QRP18470,exodeoxyribonuclease VII large subunit
2202,I6J27_11325,QRP18471,exodeoxyribonuclease VII small subunit
2203,I6J27_11330,QRP18472,hypothetical protein
2204,I6J27_11335,QRP18473,DUF4245 domain-containing protein
2205,I6J27_11340,QRP18474,class II fructose-bisphosphatase
2206,I6J27_11345,QRP18475,class II fumarate hydratase
2207,I6J27_11350,QRP18476,hypothetical protein
2208,I6J27_11355,QRP18477,IS21 family transposase
2209,I6J27_11360,QRP18478,ATP-binding protein
2210,I6J27_11365,QRP18479,TetR family transcriptional regulator
2211,I6J27_11370,QRP20229,MFS transporter
2212,I6J27_11375,QRP18480,type 1 glutamine amidotransferase
2213,I6J27_11380,QRP18481,N-acetyltransferase
2214,I6J27_11385,QRP18482,PhoH family protein
2215,I6J27_11390,QRP18483,hypothetical protein
2216,I6J27_11395,QRP18484,LysR family transcriptional regulator substrate-binding protein
2217,I6J27_11400,QRP18485,hypothetical protein
2218,I6J27_11405,QRP18486,aminotransferase class IV
2219,I6J27_11410,QRP18487,chorismate-binding protein
2220,I6J27_11415,QRP18488,serine hydroxymethyltransferase
2221,I6J27_11420,QRP18489,type I pantothenate kinase
2222,I6J27_11425,2223,hypothetical protein
2223,I6J27_11430,QRP18490,isoprenyl transferase
2224,I6J27_11435,QRP18491,hypothetical protein
2225,I6J27_11440,QRP18492,mycothiol conjugate amidase Mca
2226,I6J27_11445,QRP18493,DUF4307 domain-containing protein
2227,I6J27_11450,QRP18494,transcription elongation factor GreA
2228,I6J27_11455,2229,hypothetical protein
2229,I6J27_11460,QRP18495,ATP-binding protein
2230,I6J27_11465,QRP18496,IS21 family transposase
2231,I6J27_11470,QRP20230,hypothetical protein
2232,I6J27_11475,QRP18497,DUF3558 family protein
2233,I6J27_11480,QRP18498,Bax inhibitor-1/YccA family protein
2234,I6J27_11490,QRP18499,Ppx/GppA family phosphatase
2235,I6J27_11495,QRP18500,DUF501 domain-containing protein
2236,I6J27_11500,QRP18501,septum formation initiator family protein
2237,I6J27_11505,QRP18502,phosphopyruvate hydratase
2238,I6J27_11510,QRP18503,lytic murein transglycosylase
2239,I6J27_11515,QRP18504,hypothetical protein
2240,I6J27_11520,QRP18505,nucleoside triphosphate hydrolase
2241,I6J27_11525,QRP18506,amino acid permease
2242,I6J27_11530,2243,FTR1 family protein
2243,I6J27_11535,QRP18507,IS21 family transposase
2244,I6J27_11540,QRP18508,ATP-binding protein
2245,I6J27_11545,QRP18509,hypothetical protein
2246,I6J27_11550,2247,peptidase M75 family protein
2247,I6J27_11555,2248,deferrochelatase/peroxidase EfeB
2248,I6J27_11560,QRP18510,zinc-dependent alcohol dehydrogenase
2249,I6J27_11565,QRP18511,HNH endonuclease
2250,I6J27_11570,QRP20231,transcription-repair coupling factor
2251,I6J27_11575,QRP18512,TetR/AcrR family transcriptional regulator
2252,I6J27_11580,QRP18513,hypothetical protein
2253,I6J27_11585,QRP18514,multicopper oxidase domain-containing protein
2254,I6J27_11590,QRP18515,MFS transporter
2255,I6J27_11595,QRP18516,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
2256,I6J27_11600,QRP18517,ribose-phosphate diphosphokinase
2257,I6J27_11605,QRP20232,DNA alkylation repair protein
2258,I6J27_11610,QRP18518,50S ribosomal protein L25/general stress protein Ctc
2259,I6J27_11615,QRP18519,aminoacyl-tRNA hydrolase
2260,I6J27_11620,QRP18520,fumarylacetoacetate hydrolase family protein
2261,I6J27_11625,QRP18521,polyphosphate kinase 2
2262,I6J27_11630,QRP18522,glyceraldehyde-3-phosphate dehydrogenase
2263,I6J27_11635,QRP18523,nitronate monooxygenase
2264,I6J27_11640,QRP20233,aminoacyl-tRNA hydrolase
2265,I6J27_11645,QRP18524,SDR family NAD(P)-dependent oxidoreductase
2266,I6J27_11650,QRP18525,peptide chain release factor 3
2267,I6J27_11655,QRP18526,HNH endonuclease
2268,I6J27_11660,QRP18527,patatin family protein
2269,I6J27_11665,QRP18528,hypothetical protein
2270,I6J27_11670,QRP18529,gamma carbonic anhydrase family protein
2271,I6J27_11675,QRP18530,hypothetical protein
2272,I6J27_11680,QRP18531,MMPL family transporter
2273,I6J27_11685,QRP18532,TetR family transcriptional regulator
2274,I6J27_11690,QRP20234,NAD-dependent epimerase/dehydratase family protein
2275,I6J27_11695,QRP18533,glycosyltransferase family 1 protein
2276,I6J27_11700,QRP18534,hypothetical protein
2277,I6J27_11705,QRP18535,enoyl-CoA hydratase/isomerase family protein
2278,I6J27_11710,QRP18536,HAD family hydrolase
2279,I6J27_11715,QRP20235,acetyltransferase
2280,I6J27_11720,QRP18537,DUF1648 domain-containing protein
2281,I6J27_11725,QRP18538,antibiotic biosynthesis monooxygenase
2282,I6J27_11730,QRP18539,hypothetical protein
2283,I6J27_11735,QRP18540,ABC-F family ATP-binding cassette domain-containing protein
2284,I6J27_11740,QRP18541,hypothetical protein
2285,I6J27_11745,QRP18542,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
2286,I6J27_11750,QRP18543,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
2287,I6J27_11755,QRP18544,transglycosylase family protein
2288,I6J27_11760,QRP18545,TatD family hydrolase
2289,I6J27_11765,QRP18546,N-acetyltransferase
2290,I6J27_11770,QRP18547,N-acetyltransferase
2291,I6J27_11775,QRP18548,MFS transporter
2292,I6J27_11780,QRP18549,methionine--tRNA ligase
2293,I6J27_11785,QRP20236,BCCT family transporter
2294,I6J27_11790,QRP18550,16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2295,I6J27_11795,QRP20237,glycosyltransferase family 39 protein
2296,I6J27_11800,QRP18551,zf-HC2 domain-containing protein
2297,I6J27_11805,QRP18552,DoxX family protein
2298,I6J27_11810,QRP18553,DNA-3-methyladenine glycosylase I
2299,I6J27_11815,QRP18554,MFS transporter
2300,I6J27_11820,QRP18555,GNAT family N-acetyltransferase
2301,I6J27_11825,QRP18556,molybdopterin molybdotransferase MoeA
2302,I6J27_11830,QRP18557,UTP--glucose-1-phosphate uridylyltransferase
2303,I6J27_11835,QRP18558,5-formyltetrahydrofolate cyclo-ligase
2304,I6J27_11840,QRP18559,flagellar biosynthesis protein FlgA
2305,I6J27_11845,QRP18560,ATP-binding protein
2306,I6J27_11850,QRP18561,IS21 family transposase
2307,I6J27_11855,QRP18562,large-conductance mechanosensitive channel protein MscL
2308,I6J27_11860,QRP18563,hypothetical protein
2309,I6J27_11865,QRP20238,MogA/MoaB family molybdenum cofactor biosynthesis protein
2310,I6J27_11870,QRP18564,trypsin-like peptidase domain-containing protein
2311,I6J27_11875,QRP18565,HAMP domain-containing histidine kinase
2312,I6J27_11880,QRP18566,response regulator transcription factor
2313,I6J27_11885,QRP18567,50S ribosomal protein L32
2314,I6J27_11890,QRP18568,type B 50S ribosomal protein L31
2315,I6J27_11895,QRP18569,50S ribosomal protein L28
2316,I6J27_11900,QRP18570,50S ribosomal protein L33
2317,I6J27_11905,QRP18571,30S ribosomal protein S14
2318,I6J27_11910,QRP20239,30S ribosomal protein S18
2319,I6J27_11915,QRP18572,hypothetical protein
2320,I6J27_11920,QRP18573,TetR/AcrR family transcriptional regulator
2321,I6J27_11925,QRP18574,hypothetical protein
2322,I6J27_11930,QRP18575,DNA-binding response regulator
2323,I6J27_11935,QRP18576,protein kinase
2324,I6J27_11940,QRP18577,hypothetical protein
2325,I6J27_11945,QRP18578,hypothetical protein
2326,I6J27_11950,QRP18579,hypothetical protein
2327,I6J27_11955,QRP18580,hypothetical protein
2328,I6J27_11960,QRP18581,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
2329,I6J27_11965,QRP18582,phosphoribosylglycinamide formyltransferase
2330,I6J27_11970,QRP18583,hypothetical protein
2331,I6J27_11975,QRP18584,M23 family metallopeptidase
2332,I6J27_11980,QRP18585,PadR family transcriptional regulator
2333,I6J27_11985,QRP18586,ABC transporter ATP-binding protein
